placeholder_curie	category	label	source_columns	occurrences
kgmicrobe.trait:6_8_7	biolink:PhenotypicQuality	6-8.7	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_7_2	biolink:PhenotypicQuality	6.8-7.2	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_7_6	biolink:PhenotypicQuality	6.8-7.6	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_8_1	biolink:PhenotypicQuality	6.8-8.1	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_8_2	biolink:PhenotypicQuality	6.8-8.2	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_8_8	biolink:PhenotypicQuality	6.8-8.8	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_9	biolink:PhenotypicQuality	6-8.9	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_9_0	biolink:PhenotypicQuality	6.8-9.0	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_9_5	biolink:PhenotypicQuality	6.8-9.5	BacDive_pH_for_growth	1
kgmicrobe.trait:6_8_days	biolink:PhenotypicQuality	6-8 days	BacDive_Incubation_period	1
kgmicrobe.trait:6_9_3	biolink:PhenotypicQuality	6-9.3	BacDive_pH_for_growth	1
kgmicrobe.trait:6_9_4	biolink:PhenotypicQuality	6-9.4	BacDive_pH_for_growth	1
kgmicrobe.trait:6_9_7	biolink:PhenotypicQuality	6-9.7	BacDive_pH_for_growth	1
kgmicrobe.trait:6_9_9_3	biolink:PhenotypicQuality	6.9-9.3	BacDive_pH_for_growth	1
kgmicrobe.trait:6_9_9_9	biolink:PhenotypicQuality	6.9-9.9	BacDive_pH_for_growth	1
kgmicrobe.trait:6_deoxy_d_galactose	biolink:PhenotypicQuality	6-deoxy-d-galactose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:70_100	biolink:PhenotypicQuality	70-100	BacDive_Temperature_for_growth	1
kgmicrobe.trait:70_90	biolink:PhenotypicQuality	70-90	BacDive_Temperature_for_growth	1
kgmicrobe.trait:70_97	biolink:PhenotypicQuality	70-97	BacDive_Temperature_for_growth	1
kgmicrobe.trait:70_98	biolink:PhenotypicQuality	70-98	BacDive_Temperature_for_growth	1
kgmicrobe.trait:72_76	biolink:PhenotypicQuality	72-76	BacDive_Temperature_for_growth	1
kgmicrobe.trait:73_98	biolink:PhenotypicQuality	73-98	BacDive_Temperature_for_growth	1
kgmicrobe.trait:75_95	biolink:PhenotypicQuality	75-95	BacDive_Temperature_for_growth	1
kgmicrobe.trait:75_98	biolink:PhenotypicQuality	75-98	BacDive_Temperature_for_growth	1
kgmicrobe.trait:7_0_10	biolink:PhenotypicQuality	7.0-10.	BacDive_pH_for_growth	1
kgmicrobe.trait:7_0_10_7	biolink:PhenotypicQuality	7.0-10.7	BacDive_pH_for_growth	1
kgmicrobe.trait:7_0_16_0	biolink:PhenotypicQuality	7.0-16.0	BacDive_Cell_length	1
kgmicrobe.trait:7_0_30_0	biolink:PhenotypicQuality	7.0-30.0	BacDive_Salt_concentration	1
kgmicrobe.trait:7_0_8_3	biolink:PhenotypicQuality	7.0-8.3	BacDive_pH_for_growth	1
kgmicrobe.trait:7_0_8_8	biolink:PhenotypicQuality	7.0-8.8	BacDive_pH_for_growth	1
kgmicrobe.trait:7_0_9_2	biolink:PhenotypicQuality	7.0-9.2	BacDive_pH_for_growth	1
kgmicrobe.trait:7_10_2	biolink:PhenotypicQuality	7-10.2	BacDive_pH_for_growth	1
kgmicrobe.trait:7_10_5	biolink:PhenotypicQuality	7-10.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_10_8	biolink:PhenotypicQuality	7-10.8	BacDive_pH_for_growth	1
kgmicrobe.trait:7_12_5	biolink:PhenotypicQuality	7-12.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_13	biolink:PhenotypicQuality	7-13	BacDive_pH_for_growth	1
kgmicrobe.trait:7_1_8_1	biolink:PhenotypicQuality	7.1-8.1	BacDive_pH_for_growth	1
kgmicrobe.trait:7_1_9_1	biolink:PhenotypicQuality	7.1-9.1	BacDive_pH_for_growth	1
kgmicrobe.trait:7_23	biolink:PhenotypicQuality	7-23	BacDive_Salt_concentration	1
kgmicrobe.trait:7_2_10_2	biolink:PhenotypicQuality	7.2-10.2	BacDive_pH_for_growth	1
kgmicrobe.trait:7_2_9_0	biolink:PhenotypicQuality	7.2-9.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_2_9_5	biolink:PhenotypicQuality	7.2-9.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_2_9_6	biolink:PhenotypicQuality	7.2-9.6	BacDive_pH_for_growth	1
kgmicrobe.trait:7_3	biolink:PhenotypicQuality	7.3	BacDive_Cell_length	1
kgmicrobe.trait:7_39	biolink:PhenotypicQuality	7-39	BacDive_Temperature_for_growth	1
kgmicrobe.trait:7_3_10_0	biolink:PhenotypicQuality	7.3-10.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_3_10_4	biolink:PhenotypicQuality	7.3-10.4	BacDive_pH_for_growth	1
kgmicrobe.trait:7_41_5	biolink:PhenotypicQuality	7-41.5	BacDive_Temperature_for_growth	1
kgmicrobe.trait:7_42	biolink:PhenotypicQuality	7-42	BacDive_Temperature_for_growth	1
kgmicrobe.trait:7_4_11	biolink:PhenotypicQuality	7.4-11	BacDive_pH_for_growth	1
kgmicrobe.trait:7_4_9_0	biolink:PhenotypicQuality	7.4-9.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_50	biolink:PhenotypicQuality	7.50	BacDive_Salt_concentration	1
kgmicrobe.trait:7_54	biolink:PhenotypicQuality	7.54	BacDive_Salt_concentration	1
kgmicrobe.trait:7_5_10_6	biolink:PhenotypicQuality	7.5-10.6	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_10_7	biolink:PhenotypicQuality	7.5-10.7	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_11_0	biolink:PhenotypicQuality	7.5-11.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_12_0	biolink:PhenotypicQuality	7.5-12.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_13	biolink:PhenotypicQuality	7.5-13	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_15	biolink:PhenotypicQuality	7.5-15	BacDive_Salt_concentration	1
kgmicrobe.trait:7_5_9_0	biolink:PhenotypicQuality	7.5-9.0	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_9_5	biolink:PhenotypicQuality	7.5-9.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_5_9_7	biolink:PhenotypicQuality	7.5-9.7	BacDive_pH_for_growth	1
kgmicrobe.trait:7_6_9_3	biolink:PhenotypicQuality	7.6-9.3	BacDive_pH_for_growth	1
kgmicrobe.trait:7_75	biolink:PhenotypicQuality	7.75	BacDive_Salt_concentration	1
kgmicrobe.trait:7_7_3	biolink:PhenotypicQuality	7-7.3	BacDive_pH_for_growth	1
kgmicrobe.trait:7_7_9_9	biolink:PhenotypicQuality	7.7-9.9	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_10_1	biolink:PhenotypicQuality	7.8-10.1	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_10_5	biolink:PhenotypicQuality	7.8-10.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_10_6	biolink:PhenotypicQuality	7.8-10.6	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_4	biolink:PhenotypicQuality	7-8.4	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_6	biolink:PhenotypicQuality	7-8.6	BacDive_pH_for_growth	1
kgmicrobe.trait:7_8_9_5	biolink:PhenotypicQuality	7.8-9.5	BacDive_pH_for_growth	1
kgmicrobe.trait:7_9_3	biolink:PhenotypicQuality	7-9.3	BacDive_pH_for_growth	1
kgmicrobe.trait:80_95	biolink:PhenotypicQuality	80-95	BacDive_Temperature_for_growth	1
kgmicrobe.trait:82_85	biolink:PhenotypicQuality	82-85	BacDive_Temperature_for_growth	1
kgmicrobe.trait:82_97	biolink:PhenotypicQuality	82-97	BacDive_Temperature_for_growth	1
kgmicrobe.trait:84	biolink:PhenotypicQuality	84	BacDive_Temperature_for_growth	1
kgmicrobe.trait:85_98	biolink:PhenotypicQuality	85-98	BacDive_Temperature_for_growth	1
kgmicrobe.trait:88_90	biolink:PhenotypicQuality	88-90	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_10_8	biolink:PhenotypicQuality	8.0-10.8	BacDive_pH_for_growth	1
kgmicrobe.trait:8_0_11_0	biolink:PhenotypicQuality	8.0-11.0	BacDive_pH_for_growth	1
kgmicrobe.trait:8_0_18_0	biolink:PhenotypicQuality	8.0-18.0	BacDive_Cell_length	1
kgmicrobe.trait:8_0_20_0	biolink:PhenotypicQuality	8.0-20.0	BacDive_Salt_concentration	1
kgmicrobe.trait:8_0_33_0	biolink:PhenotypicQuality	8.0-33.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_35_0	biolink:PhenotypicQuality	8.0-35.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_37_0	biolink:PhenotypicQuality	8.0-37.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_39_0	biolink:PhenotypicQuality	8.0-39.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_42	biolink:PhenotypicQuality	8.0-42	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_43_0	biolink:PhenotypicQuality	8.0-43.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_44_6	biolink:PhenotypicQuality	8.0-44.6	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_50	biolink:PhenotypicQuality	8.0-50	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_0_9_0	biolink:PhenotypicQuality	8.0-9.0	BacDive_pH_for_growth	1
kgmicrobe.trait:8_0_9_1	biolink:PhenotypicQuality	8.0-9.1	BacDive_pH_for_growth	1
kgmicrobe.trait:8_12_5	biolink:PhenotypicQuality	8-12.5	BacDive_pH_for_growth	1
kgmicrobe.trait:8_16	biolink:PhenotypicQuality	8-16	BacDive_Salt_concentration	1
kgmicrobe.trait:8_18	biolink:PhenotypicQuality	8-18	BacDive_Salt_concentration	1
kgmicrobe.trait:8_1_10_9	biolink:PhenotypicQuality	8.1-10.9	BacDive_Cell_length	1
kgmicrobe.trait:8_20	biolink:PhenotypicQuality	8-20	BacDive_Salt_concentration	1
kgmicrobe.trait:8_28	biolink:PhenotypicQuality	8-28	BacDive_Salt_concentration	1
kgmicrobe.trait:8_2_10_0	biolink:PhenotypicQuality	8.2-10.0	BacDive_pH_for_growth	1
kgmicrobe.trait:8_2_10_6	biolink:PhenotypicQuality	8.2-10.6	BacDive_pH_for_growth	1
kgmicrobe.trait:8_34	biolink:PhenotypicQuality	8-34	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_35	biolink:PhenotypicQuality	8-35	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_38	biolink:PhenotypicQuality	8-38	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_39	biolink:PhenotypicQuality	8-39	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_3_10_4	biolink:PhenotypicQuality	8.3-10.4	BacDive_pH_for_growth	1
kgmicrobe.trait:8_3_12_3	biolink:PhenotypicQuality	8.3-12.3	BacDive_Salt_concentration	1
kgmicrobe.trait:8_4	biolink:PhenotypicQuality	<8.4	BacDive_Salt_concentration	1
kgmicrobe.trait:8_41	biolink:PhenotypicQuality	8-41	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_44	biolink:PhenotypicQuality	8-44	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_46	biolink:PhenotypicQuality	8-46	BacDive_Temperature_for_growth	1
kgmicrobe.trait:8_5_10_25	biolink:PhenotypicQuality	8.5-10.25	BacDive_pH_for_growth	1
kgmicrobe.trait:8_5_10_6	biolink:PhenotypicQuality	8.5-10.6	BacDive_pH_for_growth	1
kgmicrobe.trait:8_5_11_5	biolink:PhenotypicQuality	8.5-11.5	BacDive_pH_for_growth	1
kgmicrobe.trait:8_6_10_4	biolink:PhenotypicQuality	8.6-10.4	BacDive_pH_for_growth	1
kgmicrobe.trait:8_6_14_5	biolink:PhenotypicQuality	8.6-14.5	BacDive_Cell_length	1
kgmicrobe.trait:8_7	biolink:PhenotypicQuality	<8.7	BacDive_Salt_concentration	1
kgmicrobe.trait:8_7_9	biolink:PhenotypicQuality	8.7-9	BacDive_Cell_length	1
kgmicrobe.trait:8_7_9_9	biolink:PhenotypicQuality	8.7-9.9	BacDive_Cell_length	1
kgmicrobe.trait:8_8_9_9	biolink:PhenotypicQuality	8.8-9.9	BacDive_Cell_length	1
kgmicrobe.trait:92	biolink:PhenotypicQuality	92	BacDive_Temperature_for_growth	1
kgmicrobe.trait:93	biolink:PhenotypicQuality	93	BacDive_Temperature_for_growth	1
kgmicrobe.trait:99	biolink:PhenotypicQuality	99	BacDive_Temperature_for_growth	1
kgmicrobe.trait:9_0_10_0	biolink:PhenotypicQuality	9.0-10.0	BacDive_Salt_concentration	1
kgmicrobe.trait:9_0_10_3	biolink:PhenotypicQuality	9.0-10.3	BacDive_pH_for_growth	1
kgmicrobe.trait:9_0_11_0	biolink:PhenotypicQuality	9.0-11.0	BacDive_pH_for_growth	1
kgmicrobe.trait:9_0_12_0	biolink:PhenotypicQuality	9.0-12.0	BacDive_pH_for_growth	1
kgmicrobe.trait:9_0_13_0	biolink:PhenotypicQuality	9.0-13.0	BacDive_Salt_concentration	1
kgmicrobe.trait:9_0_47_0	biolink:PhenotypicQuality	9.0-47.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:9_0_48_0	biolink:PhenotypicQuality	9.0-48.0	BacDive_Temperature_for_growth	1
kgmicrobe.trait:9_1	biolink:PhenotypicQuality	9.1	BacDive_Cell_length	1
kgmicrobe.trait:9_10	biolink:PhenotypicQuality	9-10	BacDive_Salt_concentration	1
kgmicrobe.trait:9_10_5	biolink:PhenotypicQuality	9-10.5	BacDive_pH_for_growth	1
kgmicrobe.trait:9_12_3	biolink:PhenotypicQuality	9-12.3	BacDive_pH_for_growth	1
kgmicrobe.trait:9_15	biolink:PhenotypicQuality	9.15	BacDive_Cell_length	1
kgmicrobe.trait:9_2	biolink:PhenotypicQuality	9.2	BacDive_Cell_length	1
kgmicrobe.trait:9_28_31_32	biolink:PhenotypicQuality	9.28-31.32	BacDive_Salt_concentration	1
kgmicrobe.trait:9_33	biolink:PhenotypicQuality	9-33	BacDive_Temperature_for_growth	1
kgmicrobe.trait:9_40	biolink:PhenotypicQuality	9-40	BacDive_Temperature_for_growth	1
kgmicrobe.trait:9_5_10_5	biolink:PhenotypicQuality	9.5-10.5	BacDive_Salt_concentration	1
kgmicrobe.trait:9_5_12_0	biolink:PhenotypicQuality	9.5-12.0	BacDive_Cell_length	1
kgmicrobe.trait:9_75	biolink:PhenotypicQuality	9.75	BacDive_Cell_length	1
kgmicrobe.trait:9_86_19_72	biolink:PhenotypicQuality	9.86-19.72	BacDive_Salt_concentration	1
kgmicrobe.trait:9_86_27_84	biolink:PhenotypicQuality	9.86-27.84	BacDive_Salt_concentration	1
kgmicrobe.trait:9_9_13_5	biolink:PhenotypicQuality	9.9-13.5	BacDive_Cell_width	1
kgmicrobe.trait:9_9_24_9	biolink:PhenotypicQuality	9.9-24.9	BacDive_Salt_concentration	1
kgmicrobe.trait:abikoviromycin	biolink:PhenotypicQuality	abikoviromycin	BacDive_Metabolite_production	1
kgmicrobe.trait:acc_deaminase	biolink:PhenotypicQuality	ACC deaminase	BacDive_Enzyme_activity	1
kgmicrobe.trait:acetomycin	biolink:PhenotypicQuality	acetomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:achromoviromycin	biolink:PhenotypicQuality	achromoviromycin	BacDive_Metabolite_production	1
kgmicrobe.trait:achromycin	biolink:PhenotypicQuality	achromycin	BacDive_Metabolite_production	1
kgmicrobe.trait:acridine_orange	biolink:PhenotypicQuality	acridine orange	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:actinotiocin	biolink:PhenotypicQuality	actinotiocin	BacDive_Metabolite_production	1
kgmicrobe.trait:adenosine_5_monophosphate	biolink:PhenotypicQuality	adenosine 5'-monophosphate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:alazopeptin	biolink:PhenotypicQuality	alazopeptin	BacDive_Metabolite_production	1
kgmicrobe.trait:alginase	biolink:PhenotypicQuality	alginase	BacDive_Enzyme_activity	1
kgmicrobe.trait:alpha_hydroxyglutarate_gamma_lactone	biolink:PhenotypicQuality	alpha-hydroxyglutarate-gamma-lactone	BacDive_Metabolite_utilization	1
kgmicrobe.trait:alpha_l_rhamnose	biolink:PhenotypicQuality	alpha-L-rhamnose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:alpha_xylosidase	biolink:PhenotypicQuality	alpha-xylosidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:althiomycin	biolink:PhenotypicQuality	althiomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:amicoumacin_b	biolink:PhenotypicQuality	amicoumacin B	BacDive_Metabolite_production	1
kgmicrobe.trait:amino_acid	biolink:PhenotypicQuality	amino acid	BacDive_Metabolite_utilization	1
kgmicrobe.trait:aminophenazone	biolink:PhenotypicQuality	aminophenazone	BacDive_Metabolite_utilization	1
kgmicrobe.trait:amniotic_fluid	biolink:PhenotypicQuality	#Amniotic fluid	BacDive_Isolation_category_3	1
kgmicrobe.trait:amorphous_iron_iii_oxide	biolink:PhenotypicQuality	amorphous iron (iii) oxide	BacDive_Metabolite_utilization	1
kgmicrobe.trait:amphomycin	biolink:PhenotypicQuality	amphomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:amphotericin_a	biolink:PhenotypicQuality	amphotericin A	BacDive_Metabolite_production	1
kgmicrobe.trait:angolamycin	biolink:PhenotypicQuality	angolamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:angustmycin	biolink:PhenotypicQuality	angustmycin	BacDive_Metabolite_production	1
kgmicrobe.trait:animal_produced_food_natural	biolink:PhenotypicQuality	#Animal produced food (natural)	BacDive_Isolation_category_3	1
kgmicrobe.trait:ankle	biolink:PhenotypicQuality	#Ankle	BacDive_Isolation_category_3	1
kgmicrobe.trait:anthracene	biolink:PhenotypicQuality	anthracene	BacDive_Metabolite_utilization	1
kgmicrobe.trait:anthracycline_antibiotic	biolink:PhenotypicQuality	anthracycline antibiotic	BacDive_Metabolite_production	1
kgmicrobe.trait:antimonate	biolink:PhenotypicQuality	antimonate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:antimycin_a3	biolink:PhenotypicQuality	antimycin A3	BacDive_Metabolite_production	1
kgmicrobe.trait:antipyrine	biolink:PhenotypicQuality	antipyrine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:ardacin_a	biolink:PhenotypicQuality	ardacin A	BacDive_Metabolite_production	1
kgmicrobe.trait:ardacin_b	biolink:PhenotypicQuality	ardacin B	BacDive_Metabolite_production	1
kgmicrobe.trait:ardacin_c	biolink:PhenotypicQuality	ardacin C	BacDive_Metabolite_production	1
kgmicrobe.trait:ascomycin	biolink:PhenotypicQuality	ascomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:astaxanthin	biolink:PhenotypicQuality	astaxanthin	BacDive_Metabolite_production	1
kgmicrobe.trait:astromicin	biolink:PhenotypicQuality	astromicin	BacDive_Metabolite_production	1
kgmicrobe.trait:avermectin	biolink:PhenotypicQuality	avermectin	BacDive_Metabolite_production	1
kgmicrobe.trait:avoparcin	biolink:PhenotypicQuality	avoparcin	BacDive_Metabolite_production	1
kgmicrobe.trait:azaserine	biolink:PhenotypicQuality	azaserine	BacDive_Metabolite_production	1
kgmicrobe.trait:azomycin	biolink:PhenotypicQuality	azomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:azureomycin	biolink:PhenotypicQuality	azureomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:bacillomycin	biolink:PhenotypicQuality	bacillomycin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:balhimycin	biolink:PhenotypicQuality	balhimycin	BacDive_Metabolite_production	1
kgmicrobe.trait:bandamycin	biolink:PhenotypicQuality	bandamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:barium_chloride	biolink:PhenotypicQuality	barium chloride	BacDive_Metabolite_utilization	1
kgmicrobe.trait:benzoin	biolink:PhenotypicQuality	benzoin	BacDive_Metabolite_utilization	1
kgmicrobe.trait:benzyl_alcohol	biolink:PhenotypicQuality	benzyl alcohol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:beta_cellobiase	biolink:PhenotypicQuality	beta-cellobiase	BacDive_Enzyme_activity	1
kgmicrobe.trait:beta_d_fucose	biolink:PhenotypicQuality	beta-D-fucose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:beta_d_galacto_pyranosyl_d_arabinose	biolink:PhenotypicQuality	beta-D-galacto-pyranosyl-D-arabinose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:beta_d_galactosidase	biolink:PhenotypicQuality	beta-D-galactosidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:beta_d_glucan	biolink:PhenotypicQuality	beta-D-glucan	BacDive_Metabolite_utilization	1
kgmicrobe.trait:beta_galactosaminidase	biolink:PhenotypicQuality	beta-galactosaminidase	BacDive_Enzyme_activity	1
kgmicrobe.trait:bis_2_ethylhexyl_phthalate	biolink:PhenotypicQuality	bis(2-ethylhexyl)phthalate	BacDive_Metabolite_production	1
kgmicrobe.trait:bladder_stone	biolink:PhenotypicQuality	#Bladder stone	BacDive_Isolation_category_3	1
kgmicrobe.trait:blasticidin_a	biolink:PhenotypicQuality	blasticidin A	BacDive_Metabolite_production	1
kgmicrobe.trait:bleomycin	biolink:PhenotypicQuality	bleomycin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:bluensomycin	biolink:PhenotypicQuality	bluensomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:boreal	biolink:PhenotypicQuality	#Boreal	BacDive_Isolation_category_3	1
kgmicrobe.trait:borrelidin	biolink:PhenotypicQuality	borrelidin	BacDive_Metabolite_production	1
kgmicrobe.trait:bottromycin	biolink:PhenotypicQuality	bottromycin	BacDive_Metabolite_production	1
kgmicrobe.trait:bryamycin	biolink:PhenotypicQuality	bryamycin	BacDive_Metabolite_production	1
kgmicrobe.trait:butamine	biolink:PhenotypicQuality	butamine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:butan_1_amine	biolink:PhenotypicQuality	butan-1-amine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:butane_1	biolink:PhenotypicQuality	butane-1	BacDive_Metabolite_utilization	1
kgmicrobe.trait:camphomycin	biolink:PhenotypicQuality	camphomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:carbomycin	biolink:PhenotypicQuality	carbomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:carminate	biolink:PhenotypicQuality	carminate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:carminomycin	biolink:PhenotypicQuality	carminomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:carotenoid	biolink:PhenotypicQuality	carotenoid	BacDive_Metabolite_production	1
kgmicrobe.trait:caryomycin	biolink:PhenotypicQuality	caryomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:catechol	biolink:PhenotypicQuality	catechol	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cave_water	biolink:PhenotypicQuality	#Cave water	BacDive_Isolation_category_3	1
kgmicrobe.trait:cefminox	biolink:PhenotypicQuality	cefminox	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:cefotiam	biolink:PhenotypicQuality	cefotiam	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:cefpodoxime	biolink:PhenotypicQuality	cefpodoxime	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:celesticetin	biolink:PhenotypicQuality	celesticetin	BacDive_Metabolite_production	1
kgmicrobe.trait:cellostatin	biolink:PhenotypicQuality	cellostatin	BacDive_Metabolite_production	1
kgmicrobe.trait:cellotetraose	biolink:PhenotypicQuality	cellotetraose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cellotriose	biolink:PhenotypicQuality	cellotriose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cetocycline	biolink:PhenotypicQuality	Cetocycline	BacDive_Metabolite_production	1
kgmicrobe.trait:chaninin	biolink:PhenotypicQuality	chaninin	BacDive_Metabolite_production	1
kgmicrobe.trait:chartreusin	biolink:PhenotypicQuality	chartreusin	BacDive_Metabolite_production	1
kgmicrobe.trait:chloridazon	biolink:PhenotypicQuality	chloridazon	BacDive_Metabolite_utilization	1
kgmicrobe.trait:chlororaphin	biolink:PhenotypicQuality	chlororaphin	BacDive_Metabolite_production	1
kgmicrobe.trait:chlortetracycline	biolink:PhenotypicQuality	chlortetracycline	BacDive_Metabolite_production	1
kgmicrobe.trait:choline	biolink:PhenotypicQuality	choline	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cinerubin_r	biolink:PhenotypicQuality	cinerubin R	BacDive_Metabolite_production	1
kgmicrobe.trait:cinoxacin	biolink:PhenotypicQuality	cinoxacin	BacDive_Antibiotic_sensitivity	1
kgmicrobe.trait:citramalate	biolink:PhenotypicQuality	citramalate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cladomycin	biolink:PhenotypicQuality	cladomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:clofazimine	biolink:PhenotypicQuality	clofazimine	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:co_culture	biolink:PhenotypicQuality	#Co-culture	BacDive_Isolation_category_3	1
kgmicrobe.trait:coalbed_water	biolink:PhenotypicQuality	#Coalbed water	BacDive_Isolation_category_3	1
kgmicrobe.trait:collinomycin	biolink:PhenotypicQuality	collinomycin	BacDive_Metabolite_production	1
kgmicrobe.trait:congocidin	biolink:PhenotypicQuality	congocidin	BacDive_Metabolite_production	1
kgmicrobe.trait:coumarate	biolink:PhenotypicQuality	coumarate	BacDive_Metabolite_utilization	1
kgmicrobe.trait:crescent_shaped	biolink:PhenotypicQuality	crescent-shaped	BacDive_Cell_shape	1
kgmicrobe.trait:crude_oil	biolink:PhenotypicQuality	crude oil	BacDive_Metabolite_utilization	1
kgmicrobe.trait:crystalline_cellulose	biolink:PhenotypicQuality	crystalline cellulose	BacDive_Metabolite_utilization	1
kgmicrobe.trait:curamycin_a	biolink:PhenotypicQuality	curamycin A	BacDive_Metabolite_production	1
kgmicrobe.trait:currency	biolink:PhenotypicQuality	#Currency	BacDive_Isolation_category_3	1
kgmicrobe.trait:cycloviracin_b1	biolink:PhenotypicQuality	cycloviracin B1	BacDive_Metabolite_production	1
kgmicrobe.trait:cycloviracin_b2	biolink:PhenotypicQuality	cycloviracin B2	BacDive_Metabolite_production	1
kgmicrobe.trait:cystargin	biolink:PhenotypicQuality	cystargin	BacDive_Metabolite_production	1
kgmicrobe.trait:cystine	biolink:PhenotypicQuality	cystine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:cytochrome	biolink:PhenotypicQuality	cytochrome	BacDive_Metabolite_production	1
kgmicrobe.trait:cytosine	biolink:PhenotypicQuality	cytosine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:d_cycloserine	biolink:PhenotypicQuality	d-cycloserine	BacDive_Antibiotic_resistance	1
kgmicrobe.trait:d_glycogen	biolink:PhenotypicQuality	(+)-D-glycogen	BacDive_Metabolite_utilization	1
kgmicrobe.trait:d_histidine	biolink:PhenotypicQuality	D-histidine	BacDive_Metabolite_utilization	1
kgmicrobe.trait:d_leucine	biolink:PhenotypicQuality	D-leucine	BacDive_Metabolite_utilization	1
